[srv] starting: map=original_resources/(2)Bottleneck.scm data=original_resources obs-port=6114 agent-port=6113 seed=42
[srv] slot 0 race override: 5 -> zerg
[srv] slot 1 race override: 5 -> protoss
[srv] sync-log -> /tmp/soak_qt_20/round_04/server.sync
[srv] loaded 2 inline user(s) from --user
[srv] observer WS listening on ws://0.0.0.0:6114/observer
[srv] starting immediately; observers may join at any time.
[srv] game started, initial_rand=8bbfd0d3 (0 observers)
[srv] frame=16987 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=17088 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=17189 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=17290 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=3ms, budget=10ms)
[srv] frame=17390 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=4ms, budget=10ms)
[srv] frame=17490 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=17591 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=17691 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=4ms, budget=10ms)
[srv] frame=17792 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=17892 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=4ms, budget=10ms)
[srv] frame=17993 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=18093 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=18194 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=18294 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=18394 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=18495 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=3ms, budget=10ms)
[srv] frame=18595 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=3ms, budget=10ms)
[srv] frame=18696 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=3ms, budget=10ms)
[srv] frame=18797 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=18897 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=18998 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=3ms, budget=10ms)
[srv] frame=19099 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=19200 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=3ms, budget=10ms)
[srv] frame=19301 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=3ms, budget=10ms)
[srv] frame=19401 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=19501 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=19601 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=3ms, budget=10ms)
[srv] frame=19702 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=4ms, budget=10ms)
[srv] frame=19803 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=19903 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=2ms, budget=10ms)
[srv] frame=20004 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=2ms, budget=10ms)
[srv] frame=20105 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=4ms, budget=10ms)
[srv] frame=20205 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 1/100 over budget (worst=12ms, budget=10ms)
[srv] frame=20304 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/99 over budget (worst=8ms, budget=10ms)
[srv] frame=20403 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 1/99 over budget (worst=16ms, budget=10ms)
[srv] frame=20503 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=9ms, budget=10ms)
[srv] frame=20604 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=5ms, budget=10ms)
[srv] frame=20704 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=7ms, budget=10ms)
